SMILES,Chemprop-Activation-Energy,Bulk_Tani_Similarity
CCCNCC1=NC(C2=NC(C(C)C)CO2)C(C)O1,7.793591,0.14545455
CN(CC1=CCC(N(C)Cc2ccccn2)=CN1)Cc1ncccc1-c1cccc2c1OCCOCCOCCOCCOCCO2,7.7935905,0.32394366
Cc1ccc(N2CCN(C)CCN(Cc3ccc(C(C)(C)C)cn3)CC2)cc1N,7.7935853,0.39285714
Cc1cnc(CN(Cc2ccccn2)C2CCCC(N(C)Cc3ccncc3C)C2)cc1C,7.7935777,0.41379310
CN(CCN(Cc1ccccn1)C1C=CC=CN1)Cc1ccccc1,7.793569,0.48148148
Cc1ccc(CN(C)C2CCCC(N(Cc3ccccn3)Cc3cccc(C(C)(C)C)n3)C2)nc1,7.793564,0.44827586
CCN(Cc1cccc(-c2ccc3c(c2)OCCOCCOCCOCCOCCO3)n1)C1CCCCC1N(C)c1ccc2nc(CF)ccc2c1,7.793563,0.38157895
CN(Cc1ncccc1-c1ccc2c(c1)OCCOCCOCCOCCOCCO2)C1CCC(N(Cc2ccccn2)Cc2ccc3ccccc3n2)CC1,7.7935557,0.39130435
Fc1ccc(CN(Cc2ccccn2)C2CCCCC2N(Cc2cccc(F)n2)Cc2cccc(F)n2)nc1,7.793548,0.48000000
COCC(=O)C(=O)C(C)C(C)NCc1ccccn1,7.793546,0.37777778
Cc1ccnc(CN(CCF)Cc2cccnc2)c1,7.7935414,0.34000000
CCN(Cc1ccccn1)Cc1cccc(C2CCC2(C)C)n1,7.793535,0.43181818
CC(C)(C)c1ccc(CN(Cc2ccccn2)C2CCCCC2N(Cc2ccccn2)Cc2ccccc2F)cn1,7.7935343,0.44642857
CNCc1nc(C2CCC2(C)C)c(CN(Cc2ccccn2)Cc2cc(-c3ccc4c(c3)OCCOCCOCCOCCOCCO4)ccn2)c(C)c1C,7.793531,0.30000000
Cc1cccc(CN(Cc2ccccn2)C2CCCC(N(C)C3=CCC=CN3)C2)n1,7.793528,0.42857143
C1=CNC(CN(Cc2cccc(-c3ccc4c(c3)OCCOCCOCCOCCOCCO4)n2)c2ccccc2)=CC1,7.7935276,0.37313433
Cc1nc(CN(C)C2CCC(N(Cc3ccccn3)Cc3cccc(C4(C)CC(C)C=CC4C)n3)CC2)c(C)c(C)c1C,7.793526,0.33333333
COC(C)c1nc(CN2CCN(C)CCN(Cc3cc(C(C)(C)c4ccccn4)ccn3)CC2)ccc1C,7.793517,0.42622951
CNC1CCCC(N(C)Cc2cc(C)ccn2)C1N(Cc1ccccn1)Cc1nc(C)c(C)c(C)c1C,7.7935166,0.44444444
Cc1cc(CN(C)C2CCC(N(Cc3ccnc(C4(C)C=CC(C)CC4C)c3)Cc3ccccn3)CC2)nc(C)c1C,7.7935147,0.32876712
Cc1cc(NCc2ccccn2)ccc1CN(C)C1CCCC(N(C)Cc2ccccn2)C1,7.793509,0.46296296
CC(C)(C1=CC(N(Cc2ccccn2)Cc2cccc(-c3ccc4c(c3)OCCOCCOCCOCCOCCO4)n2)C=CN1)c1ccccn1,7.7935047,0.35443038
CN(Cc1ccccn1)C1CCCC(N(C)C2CCCC(N(Cc3ccccn3)Cc3cccc(-c4cccc(Cl)c4Cl)n3)C2)C1,7.7935047,0.41666667
Cc1cccnc1CN(C)C1CCCC(N(C)CC2=C(N(C)Cc3ccccn3)NC=CC2)C1,7.7935023,0.38709677
Cc1cc(C)c(CN(C)C2CCCC(N(CC3=CCC(N)=CN3)Cc3ccccn3)C2)nc1C,7.793498,0.34782609
COC(=O)C1CN(C)C(c2ccccn2)C(c2cc(CN3CCN(C)CCN(C)CC3)ccn2)C1c1ccccn1,7.7934785,0.37704918
CN(Cc1cc(-c2ccc3c(c2)OCCOCCOCCOCCOCCO3)ccn1)C1CCC(N(C)Cc2cc(-c3ccon3)ccn2)CC1,7.7934766,0.39130435
CN(CC1=CCC(N(C)C(c2ccccn2)c2ccccn2)=CN1)c1cccc2c1OCCOCCOCCOCCOCCO2,7.793472,0.27397260
Cc1cccnc1CN(C)C(C)C,7.7934694,0.37500000
CN(C)Cc1ncccc1CN(Cc1ccccn1)Cc1ncccc1-c1cccc2c1OCCOCCOCCOCCOCCO2,7.7934613,0.36666667
Cc1ccc(CN(Cc2cc(C)ccn2)C2CCC(N(C)Cc3ncccc3C)CC2)nc1,7.793452,0.42105263
CC(C)N(C)Cc1ccc2c(n1)CCC2,7.7934284,0.32075472
CC(C)C(C)N(C)Cc1cc(C(C)(C)C)ccn1,7.793427,0.30434783
CN1CCN(C)CCN(Cc2cnc3cc(N(C)C4CCC(N(C)Cc5ccon5)CC4)ccc3c2)CC1,7.7934194,0.33333333
CNCc1cc(CN(Cc2ccccn2)C2CCC(N(C)Cc3cc(C)c(C)c(C)n3)CC2)ccn1,7.7934165,0.38709677
CNC1CCCC(N(Cc2ncc(C)c(C)c2C)Cc2ncc(C)c(C)c2C)C1,7.7934146,0.27777778
CN(Cc1ccnc(N(C)Cc2cc(-c3ccc4c(c3)OCCOCCOCCOCCOCCO4)ccn2)c1)Cc1cc(-c2ccc3c(c2)OCCOCCOCCOCCOCCO3)ccn1,7.79341,0.36764706
Cc1cnc(C)c(CN(C)CCN(C)C(C)C)c1,7.7934074,0.41463415
CN(CC1=C(N(C)C(c2ccccn2)c2ccccn2)CC=CN1)c1ccc2c(c1)OCCOCCOCCOCCOCCO2,7.7934074,0.27777778
Cc1nc(CN(C)CC2CCCN2C(C)C)c(C)c(C)c1C,7.793406,0.33333333
Cc1cc(CN(C)C2CCC(N(Cc3ccccn3)C(C)(c3ccccn3)C(C)C)CC2)nc(C)c1C,7.7934055,0.38709677
COC(=O)C1CN(C)C(C(=O)C(C)N)C(C(C)(C)NCc2ccccn2)C1c1ccccn1,7.7934027,0.32894737
Cc1cnc(CN(C)C2CC(N(C)Cc3ccccn3)CC(N(Cc3ccccn3)C(C)C)C2)c(C)c1,7.793394,0.41818182
CN1C=CCC=C1N(Cc1ccccn1)C1CCCC(N(C)C2=CCC=CN2)C1,7.7933936,0.42187500
CC1=CCC(C(C)(C)C)C=C1NCc1ccccn1,7.793389,0.37777778
CNC1C(N(C)Cc2cc(C)ccn2)CCCC1N(Cc1ccccn1)Cc1nc(C)c(C)c(C)c1C,7.7933884,0.46666667
CNC1C(N(C)Cc2ncccc2C)CCCC1N(Cc1ccccn1)Cc1cc(C)c(C)c(C)n1,7.7933855,0.45000000
CNCN(Cc1cc(C)ccn1)C(C)C,7.793381,0.42857143
CN(CCF)CCN(Cc1ccccn1)C1CCCCC1N(C)c1ccc2cccnc2c1,7.793378,0.43333333
Cc1cccnc1CN(C)C1CCC(N(C)Cc2cccnc2CN(C)Cc2ccon2)CC1,7.7933755,0.40384615
CNCc1cccc(CN(Cc2ccccn2)C2CCCC(N(C)Cc3ncc(C)c(C)c3C)C2)n1,7.7933517,0.38709677
CN1CCN(C)CCN(C(C)(C)c2cccnc2CN(C)C2CCCCC2N(C)c2ccc3ccc(CF)nc3c2)CC1,7.793351,0.40277778
CC(C)N(C(C)C)C(C)NCc1ccccn1,7.7933507,0.50000000
Cc1cc(C)nc(CN(C)CC2=NCCC=C2)c1,7.7933455,0.38297872
CC1C=C(N(C)Cc2ccccn2)C(C)C(C)C1,7.79334,0.46666667
Cc1ccnc(CN(C)CCN(C)C(C)(C)C)c1C,7.793338,0.34883721
CC1(C)COC(c2cccc(CN(Cc3cccc(-c4ccc5c(c4)OCCOCCOCCOCCOCCO5)n3)Cc3cccc(-c4ccc5c(c4)OCCOCCOCCOCCOCCO5)n3)n2)=N1,7.7933135,0.48076923
Cc1cccc(CN(C)C2CCC(N(Cc3ccccn3)Cc3cccc(CN(C)C)n3)CC2)n1,7.7933044,0.50000000
Cc1ccc(C)c(CN(C)CCN(C)C(C)C)n1,7.793303,0.42500000
CC1=CCC2(C=CC(C)C(N(Cc3ccccn3)Cc3ccc(C(C)(C)C)cn3)C2(C)C)C(C)C1,7.793302,0.31343284
CN(CCF)CCN(Cc1ccccn1)C1CCCCC1N(C)c1ccc2ncccc2c1,7.793283,0.44067797
Fc1cncc(CN(Cc2ccccn2)C2CCCC(N(Cc3ccccn3)Cc3cccnc3F)C2)c1,7.793269,0.35593220
CN1CCN(C)CCN(CCN(C)c2ccc3nc(CF)ccc3c2)CC1,7.793265,0.34615385
CC(C)N(Cc1cccc(-c2ccc3c(c2)OCCOCCOCCOCCOCCO3)n1)C1CCCCC1N(C)c1ccc2nc(CF)ccc2c1,7.7932477,0.37662338
CNC1CC(N(Cc2ccccn2)Cc2ccccn2)CC(N(Cc2ccccn2)Cc2ccccn2)C1,7.7932453,0.45945946
CN(CCN)Cc1cc(C(C)(C)C)ccn1,7.793243,0.35714286
Cc1ccnc(CN(C)C2C=CNC(CN(C)C(C)C)=C2)c1,7.793238,0.29508197
Cc1cc(CN(C)C2CCC(N(Cc3ccccn3)Cc3cc(C(C)(C)C)ccn3)CC2)ccn1,7.7932343,0.39655172
CCN(C)CCN1CCN(C)CCN(c2ccc3nccc(C)c3c2)CC1,7.793211,0.35714286
CN(CCN(C)Cc1cccc(-c2cccc3c2OCCOCCOCCOCCOCCO3)n1)Cc1cccc(-c2ccccc2)n1,7.793203,0.37735849
CC1CC(C2=CC(CN(Cc3ccccn3)Cc3ccccn3)C=CN2)C1,7.793191,0.42857143
Cc1ccc(CN(C)C2CCC(N(Cc3ccccn3)Cc3nccc(C)c3C)CC2)nc1,7.7931733,0.45454545
CC(C)(C)c1cccc(CN(CNCF)Cc2ccccn2)n1,7.7931676,0.45833333
CNCc1cccc(CN(Cc2ccccn2)C2CCC(N(C)Cc3nc(C)cc(C)c3C)CC2)n1,7.7931666,0.37096774
COC(=O)c1cc(CN(Cc2ccccn2)C2CCCC(N(C)C)C2)ccn1,7.793165,0.38983051
CC1=C(C)C(C)C(C)(C)C(N(C)C2CCC(N(C)Cc3ccccn3)C(N(Cc3cc(C)c(C)c(C)n3)Cc3nc(C)c(C)c(C)c3C)C2)C1,7.7931547,0.36000000
CN(CCNCc1ncccc1-c1cccc2c1OCCOCCOCCOCCOCCO2)c1c(Cl)cccc1Cl,7.793152,0.24615385
CCN(Cc1ccccn1)C1=CC(Cl)C(Cl)C(C2CCC2(C)C)=C1N(C)Cc1ncccc1-c1ccc2c(c1)OCCOCCOCCOCCOCCO2,7.793142,0.28421053
CC1=C(N(C)Cc2ccccn2)CCC(C)(C)C1C,7.793139,0.43750000
Cc1nc(CN(C)C2CCC(N(C)Cc3ccon3)CC2)c(C)c(C)c1C,7.7931376,0.42222222
CN(Cc1cccc(-c2cccc3c2OCCOCCOCCOCCOCCO3)n1)c1cccc(-c2cccc(CN(Cc3ccccn3)C3C=CNC(C(C)(C)c4ccc5c(c4)OCCOCCOCCOCCOCCO5)=C3)n2)c1,7.793135,0.30851064
CN1CCN(C)CCN(Cc2cnccc2-c2cccc(F)c2N)CC1,7.793122,0.41176471
Cc1cccc(CN(C)C2C=CNC(CN(C)C(C)C)=C2)n1,7.793119,0.44230769
COCc1cccc(CN(Cc2cccc(F)n2)Cc2cccc(-c3cccc4c3OCCOCCOCCOCCOCCO4)n2)n1,7.79311,0.31884058
CC1(C)COC(c2cccc(CN(Cc3ccc(-c4ccc5c(c4)OCCOCCOCCOCCOCCO5)cn3)Cc3cccc(-c4ccc5c(c4)OCCOCCOCCOCCOCCO5)n3)n2)=N1,7.793109,0.41666667
CNC1CC(N(C)Cc2ccccn2)CCC1N(Cc1ccccn1)Cc1nc(C)c(C)c(C)c1C,7.793101,0.42372881
Cc1cnc(CN(C)CCN(C)CCF)c(C)c1,7.7930846,0.46153846
CNCc1cccc(N(C)C2CCCCC2N(Cc2ccc(C)nc2)Cc2ccccn2)n1,7.793074,0.42622951
CNCc1cccc(CN(Cc2ccccn2)C2CCC(N(C)Cc3cc(C)c(C)c(C)n3)CC2)n1,7.7930717,0.40000000
C=CCN(C)CCN(C)C(c1ccccc1)c1ccccn1,7.7930713,0.46000000
CN(c1ccc2nc(CF)ccc2c1)C1CCC(N(Cc2ccccn2)Cc2cccc(C(C)(C)c3ccc4c(c3)OCCOCCOCCOCCOCCO4)n2)CC1,7.7930713,0.30000000
CCNCC1=CC(N(C)Cc2ncccc2C)C=CN1,7.793067,0.29032258
CC1=CC(CN(C)Cc2cccc(C(C)(C)c3ccccn3)n2)CCC1C,7.7930627,0.37288136
Cc1ccc(N(C)C2CCCC(N(C)Cc3ccon3)C2)cc1C,7.793051,0.38775510
Cc1cnc(CN(C)Cc2cc(N(C)C3CCC(N(Cc4ccccn4)Cc4cccc(-c5ccc6c(c5)OCCOCCOCCOCCOCCO6)n4)CC3)ccn2)c(C)c1,7.7930503,0.35443038
CNCc1ccc(CN(Cc2ccccn2)C2CCC(N(C)Cc3cc(C)c(C)c(C)n3)CC2)cn1,7.793042,0.36923077
CC(C)(C)N,7.793039,0.12000000
CN(CCF)CCN(Cc1ccccn1)C1CCCCC1N(C)c1ccc2nc(CF)ccc2c1,7.7930346,0.42622951
Cc1cccnc1CN(C)CCN(C)CC1=CCC=CN1,7.793026,0.49019608
CNCc1cc(CN(Cc2cc(C)ccn2)C2CCCCC2N(C)Cc2nc(C)c(C)c(C)c2C)ccn1,7.7930217,0.35937500
CC(C)N(C)Cc1cc(N(C)Cc2cc(-c3ccc4c(c3)OCCOCCOCCOCCOCCO4)ccn2)ccn1,7.7930217,0.36764706
CC1CC(C)C(C)C=C1N(C)Cc1ccccn1,7.793013,0.46666667
CC(C)N(C)CN(C(C)C)C(C)C,7.793012,0.16666667
CCN(C)Cc1ncccc1C(C)(C)C,7.793004,0.34090909
CNCc1ncccc1CN(Cc1ccccn1)C1CCC(N(C)Cc2nc(C)c(C)cc2C)CC1,7.7930026,0.36507937
Cc1ccc(CN(Cc2ccccn2)C2CCCC(N(C)Cc3cc(C)c(C)cn3)C2)cn1,7.7930026,0.43103448
CC1=CCC(C)C(C)C1N(C)Cc1cc(C(C)(C)C)ccn1,7.792998,0.30909091
CN(Cc1cc(-c2ccc3c(c2)OCCOCCOCCOCCOCCO3)ccn1)Cc1ccnc2ccc(N(C)Cc3ccc4c(c3)OCCOCCOCCOCCOCCO4)cc12,7.7929964,0.32051282
CC1=C(C)C(C)(C)C(N(C)CC2=CC(N(C)Cc3ccccn3)C=CN2)C(C)C1,7.7929935,0.37096774
Cc1cc(C)c(CN(C)CCN(C)C(C)C)cn1,7.7929845,0.34883721
CC1=C(C)C(C)C(C)(N(C)Cc2cc(C(C)(C)C)ccn2)CC1,7.792972,0.27118644
CCN(Cc1cccc(C)n1)Cc1cccc(CN(C)C2CCCC(N(C)Cc3cc(C)c(C)c(C)n3)C2)n1,7.7929688,0.48148148
CN(CCF)C1CCCCC1N(C)c1ccc2cccnc2c1,7.7929606,0.46153846
CNCCN(Cc1ccccn1)Cc1ncccc1F,7.792957,0.50000000
Cc1ccnc(CN(Cc2ccccn2)C2CCC(N(C)c3ccc(CN(C)C(C)C)nc3)CC2)c1,7.792951,0.36065574
CC1C=CC(C)(c2cccc(CN(Cc3ccccn3)Cc3ccccn3)n2)C(C)C1(C)C,7.792947,0.46511628
CNCc1cc(CN(Cc2ccccn2)C2CCC(N(C)Cc3nc(C)c(C)cc3C)CC2)ccn1,7.792937,0.37096774
CC1=CC(C)CC(N(C)Cc2cc(C(C)(C)C)ccn2)C1(C)C,7.7929335,0.29310345
Cc1cnc(CN(Cc2ccccc2N(C)C)C2CCC(N(Cc3ccccn3)Cc3ncccc3-c3ccc4c(c3)OCCOCCOCCOCCOCCO4)CC2)c(C)c1,7.7929273,0.30337079
CC1C=C(N(C)CC2=CCC=CN2)C(C)C(C)C1,7.7929196,0.35185185
Cc1cnc(CN(C)Cc2cccc(-c3ccc4c(c3)OCCOCCOCCOCCOCCO4)n2)c(C)c1C,7.792916,0.37704918
CN(CF)Cc1cc(C(C)(C)C)ccn1,7.792911,0.32608696
CC(C)N(Cc1ccccn1)Cc1ccc(N(C)C2CCC(N(C)Cc3cccc(C4CC(Cl)C4Cl)n3)CC2)cn1,7.792895,0.37500000
CCCN(C)Cc1ncccc1C(C)(C)C,7.792891,0.38636364
Cc1ccnc(CN(CCN(C)C(C)C)Cc2cccc(C)n2)c1,7.7928796,0.45652174
CN(CCF)C1CCCCC1N(C)c1ccc2ncccc2c1,7.7928743,0.47058824
Cc1cccc(C(C)(C)c2cc(CN(Cc3ccccn3)C3CCCCC3)ccn2)c1,7.7928615,0.38333333
CC(C)C(C)N(C)Cc1ccc(C(C)(C)C)cn1,7.7928505,0.37209302
Cc1cc(C)c(C)c(CN(C)C2CCC(N(C)Cc3cnc(CN(C)C(C)C)c(C)c3C)CC2)n1,7.792845,0.23809524
CCCN(Cc1ccccn1)C1CCC(N(C)Cc2ccc3ncccc3c2)CC1,7.7928333,0.40350877
Cc1ccccc1N(C)CCN(C)C(C)C,7.79283,0.35000000
Cc1ccc(C)c(CN(Cc2ccc(CN3CCN(C)CCN(C)CC3)cn2)Cc2ncccc2N)n1,7.7928185,0.37096774
CC(N)C(C)(C)N(C)CC1=CCC(N(C)Cc2ccccn2)=CN1,7.792808,0.37704918
CC(C)N(CCN(C)CC(C)(C)C)C(C)C,7.7928066,0.21951220
Cc1cc(CN(C)C2CCC(N(Cc3ccccn3)Cc3cccc(CNC(C)C)n3)CC2)nc(C)c1C,7.792806,0.40322581
C1=COC2C=CC(c3ccc(CNCC4CCCN4Cc4ccc(-c5ccc(N=Cc6ccccn6)cc5)cn4)nc3)=CC2OCCOCCOCCOCCO1,7.7928004,0.32631579
CC1=CC2N=CC=CC2C(N(C)Cc2cc(C(C)(C)C)ccn2)C1C,7.7928,0.25000000
Cc1cc(C)c(CN(C)Cc2cccc(-c3cccc4c3OCCOCCOCCOCCOCCO4)n2)nc1C,7.792788,0.33870968
Cc1ccc(CN(Cc2ncccc2C)C2CCC(N(C)Cc3ncccc3C)CC2)nc1,7.792787,0.47058824
Cc1cccc(CN(C)C2=C(CN(C)C3CCC(N(C)Cc4cccc(C)n4)CC3)NC=CC2)n1,7.792783,0.48076923
CN(CC1=CCC(N(C)C(c2ccccn2)c2ccccn2)=CN1)c1ccc2c(c1)OCCOCCOCCOCCOCCO2,7.792782,0.27777778
CNCC1C(N(C)Cc2nc(C)c(C)cc2C)CCN1C(C)C,7.792778,0.26666667
CC(C)N(Cc1cccc(-c2ccc3c(c2)OCCOCCOCCOCCOCCO3)n1)Cc1cccc(C(C)(C)c2ccccn2)n1,7.7927775,0.36111111
CC(C)(C)c1cccnc1CN(CNCF)Cc1ccccn1,7.7927704,0.44897959
C=CCNCC1=CC(N(C)Cc2cccc(C)n2)C=CN1,7.792768,0.40350877
CNC1CCCCC1N(Cc1cccc(C)n1)Cc1cccc(C(C)(C)c2ccccn2)n1,7.7927623,0.45614035
CN(Cc1ccccn1)C1CCC(N(C)Cc2cccc(C3=CCC=CN3)n2)CC1,7.7927585,0.48214286
Cc1ccc2cccnc2c1CN1CCN(C)CCN(C)CC1,7.792751,0.48837209
Cc1ccc(C)c(C(C)c2ncccc2CN2CCN(C)CCN(Cc3ncccc3C(C)(C)C)CC2)c1C,7.792747,0.35593220
CC(N)C(C)CN(Cc1ccccn1)Cc1ncccc1C(C)(C)C,7.7927413,0.44000000
Cc1ccc(C)c(CN(C)C2CCCC(N(C)CC3=CNC=C(N(C)Cc4ccccn4)C3)C2)n1,7.7927384,0.37500000
CN(C)Cc1ncccc1CN(Cc1ccccn1)C1CCC(N(C)Cc2ccon2)CC1,7.792733,0.41379310
CCNC1C(N(C)Cc2ccccn2)CCCC1N(Cc1nc(C)c(C)cc1C)Cc1nc(C)c(C)cc1C,7.792729,0.50000000
CC(C)C1=CC(N(C)CC2=C(N(C)C(C)C)CC=CN2)C=CN1,7.7927265,0.28813559
CC1CC(N=Cc2ccccn2)C(C)C=C1C(C)(C)N(C)Cc1ccccn1,7.7927184,0.35000000
Cc1cncc(CN(C)C2=CNC(CN(C)Cc3cccc(-c4ccc5c(c4)OCCOCCOCCOCCOCCO5)n3)=CC2)c1,7.792707,0.27586207
C#CCN(C)CC1=CCC(N(C)Cc2ccccn2)=CN1,7.792706,0.39655172
Cc1cnc(N(C)C2CCCC(N(C)Cc3ccccn3)C2)c(C)c1,7.7927055,0.49019608
CNCc1cccc(CN(Cc2ccccn2)C2CCC(N(C)Cc3nc(C)c(C)cc3C)CC2)n1,7.792703,0.38333333
CN(Cc1cccc(-c2ccc3c(c2)OCCOCCOCCOCCOCCO3)n1)C1CCCCC1N(C)c1ccc2cccnc2c1,7.792698,0.38235294
CC1=CCC2(N(C)CC3=CCC=CN3)N=CC=CC2(C)C1,7.7926965,0.35000000
C=CCN(C)CC1=CC(N(C)Cc2ccccn2)C=CN1,7.7926965,0.40740741
Cc1ccnc(CN(C)c2cncc(CN3CCN(C)CCN(C)CC3)c2)c1C,7.792686,0.40000000
CC(C)N(C)Cc1cnc2ccc(N(C)C3CCCCC3N(C)Cc3ncccc3-c3ccc4c(c3)OCCOCCOCCOCCOCCO4)cc2c1,7.7926817,0.30000000
CN(CCNC1C=CC=CN1)C1CCCCC1N(C)c1cccc2ncccc12,7.7926774,0.40322581
CC1=CC(C)CC(C)(c2cccc(C3CCC3(C)C)n2)C1,7.792634,0.21818182
CC1=CCCC(C)C12C(C)=CC(C)C(C(C)(C)CN(Cc1ccccn1)Cc1ccccn1)C2N(C)Cc1ccccn1,7.7926183,0.38709677
CNC1CC(N(Cc2ccccn2)Cc2nc(C)c(C)c(C)c2C)CCC1N(C)Cc1ccccn1,7.792613,0.44827586
CNCc1cc(CN(Cc2ccccn2)C2CCCC(N(C)Cc3cc(C)c(C)c(C)n3)C2)ccn1,7.7925963,0.39062500
COC(=O)c1cccc(NCc2cc(CN3CCN(C)CCN(C)CC3)ccn2)n1,7.7925897,0.44444444
CNCc1ccc(CN(Cc2ccccn2)C2CCC(N(C)Cc3nc(C)c(C)cc3C)CC2)cn1,7.792589,0.35384615
Cc1ccccc1N(C)CCN(C)CC(C)(C)C,7.792586,0.33333333
CN(CNCF)C1CCCCC1N(C)c1ccc2nccc(CF)c2c1,7.7925744,0.32307692
CCN(Cc1ccccn1)Cc1cccc(C2CC(C)C2Cl)n1,7.7925706,0.42222222
Cc1cc(C)c(C)c(CN(C)C2CCC(N(Cc3ccccn3)Cc3ccccn3)CC2)n1,7.792559,0.44230769
CNCc1nc(C)c(CN(Cc2ccccn2)C2CCC(N(C)Cc3cccnn3)CC2)c(C)c1C,7.7925563,0.39344262
C1=CNC(N(Cc2ccccn2)Cc2cccc(-c3ccc4c(c3)OCCOCCOCCOCCOCCO4)n2)=CC1,7.792549,0.40909091
Cc1cccc(CN(C)C2CCC(N(Cc3ccccn3)Cc3ccc(C)c(C)n3)CC2)n1,7.7925487,0.47169811
CC1=C(C)CC(C)C(C)C1,7.792546,0.15000000
CC(C)C(C)CN(Cc1ccccn1)Cc1ccc(C(C)(C)C)cn1,7.792543,0.46808511
Cc1cc(N(C)C2CCCC(N(C)Cc3ccccn3)C2)cc(C)c1N,7.792541,0.50000000
Cc1cnc(CN(C)C2CCC(N(Cc3ccccn3)Cc3cccnc3F)CC2)c(C)c1C,7.7925367,0.39655172
CN1CCN(C)CCN(Cc2cccnc2-c2ccc(N)c(F)c2)CC1,7.792536,0.42000000
CN(Cc1ncccc1-c1cccc2c1OCCOCCOCCOCCOCCO2)C1CCCCC1N(C)c1ccc2cccnc2c1,7.792532,0.36231884
COC(=O)C1CC(c2ccccn2)C(c2cccc(CN3CCN(C)CCN(C)CC3)n2)N(C)C1c1ccccn1,7.792521,0.44067797
CCCN(C)C1CC(N(C)Cc2ncccc2C)CC(N(Cc2ncccc2C)Cc2ncc(C)c(C)c2C)C1,7.7925177,0.27868852
CN(Cc1cccc(-c2ccc3c(c2)OCCOCCOCCOCCOCCO3)n1)C1CCCCC1N(C)c1ccc2ncccc2c1,7.792516,0.38805970
Cc1cccc(CN(CCN(C)C(C)C)Cc2ncccc2C)n1,7.7925158,0.44680851
CCCN(Cc1ccccn1)C1CCC(N(C)Cc2ncccc2C)CC1N(Cc1ncccc1C)Cc1ncccc1C,7.7925153,0.41379310
CN(Cc1cc(-c2cccc3c2OCCOCCOCCOCCOCCO3)ccn1)C1CCCCC1N(C)c1ccc2ncccc2c1,7.792509,0.37681159
Nc1cccnc1CN(Cc1cccc(F)n1)Cc1cccc(-c2cccc3c2OCCOCCOCCOCCOCCO3)n1,7.7925043,0.30769231
Cc1cc(CN(C)C2CCC(N(Cc3ccccn3)Cc3ncccc3C)CC2)cnc1C,7.7924924,0.39655172
Cc1ccccn1,7.792488,0.38461538
CNC1NC=CC=C1N(C)C1CCCCC1N(Cc1ccccn1)c1ccccc1F,7.792487,0.44262295
CCCN(C)CC1=CC(N(C)Cc2cccc(C)n2)C=CN1,7.7924833,0.48936170
Cc1cccnc1CN(Cc1ccccn1)C1CCC(N(C)c2cccnc2CN(C)C(C)C)CC1,7.792459,0.37288136
Cc1ccc(CN(C)C2CCCC(N(C)CC3=CCC(N(C)Cc4ccccn4)=CN3)C2)nc1C,7.79245,0.40322581
CC1C=CC(C(C)(C)c2ncccc2CN(C)Cc2ccccn2)C(N(C)Cc2ccccn2)C1C,7.792448,0.37931034
Cc1cc(C)c(CN(C)C2CCC(N(Cc3ccccn3)Cc3ncccc3C)CC2)cn1,7.7924457,0.39655172
Cc1cnc(CN(Cc2ccccn2)C2CCC(N(C)Cc3cccc(C)n3)CC2)c(C)c1,7.7924385,0.43103448
CN1CCN(C)CCN(C(C)(C)c2cnccc2CN(C)C2CCCCC2N(C)c2cccc3nc(CF)ccc23)CC1,7.7924385,0.43661972
CC1=C(N(C)Cc2ccccn2)CC(C)C(C)(C)C1C,7.7924376,0.45833333
Cc1ccccc1N,7.792435,0.36842105
Cc1cccnc1CN(CCN(C)C(C)C)Cc1ncccc1C,7.7924166,0.39534884
CCN(Cc1cccc(CN(Cc2ccccn2)C2CCC(N(C)Cc3nc(C)c(C)c(C)c3C)CC2)n1)C(C)C,7.7924156,0.41379310
CC1C=CC(N)C(C)C1C(C)(C)CN(Cc1ccccn1)C1CCC(N(C)c2ccc3nc(CN(C)C)ccc3c2)CC1,7.792413,0.32876712
CNCC1C(N(C)Cc2nc(C)c(C)c(C)c2C)CCN1C,7.792412,0.26315789
Cc1ccc(CNCCN(C)Cc2ccccn2)cn1,7.79239,0.44642857
Cc1cccc(N)c1CN(C)CC1=CC(N(C)C(C)C)C=CN1,7.7923856,0.31666667
Cc1cnc(CN(C)C2CCC(N(Cc3ccccn3)Cc3cccc(C)n3)CC2)c(C)c1,7.7923803,0.41379310
Cc1cc(C)c(CN(Cc2ccccn2)C2CCC(N(C)Cc3ccccn3)CC2)nc1C,7.792376,0.47058824
CN(CCNCc1ncccc1F)Cc1ccccn1,7.792375,0.45238095
CN1CCN(C)CCN(C(C)(C)c2cccnc2CN(C)C2CCC(N(C)c3ccc4nc(CF)ccc4c3)CC2)CC1,7.7923574,0.29870130
CC(NCc1ccccn1)c1cccc(CNCF)n1,7.7923527,0.45238095
Cc1cc(C)c(CN(C)C2CCCCC2N(Cc2ncccc2C)Cc2ncccc2C)cn1,7.7923455,0.43396226
Cc1cnc(CN(C)C2CCCC(N(Cc3cccnc3)Cc3ccc(C)nc3)C2)c(C)c1,7.7923408,0.29230769
CN(Cc1cccc(-c2ccc3c(c2)OCCOCCOCCOCCOCCO3)n1)C1CCCCC1N(C)c1ccc2cc(CF)cnc2c1,7.7923355,0.35616438
CNCc1ncccc1CN(Cc1cc(-c2ccc3c(c2)OCCOCCOCCOCCOCCO3)ccn1)Cc1ncccc1C,7.7923236,0.32051282
CNC1CCCCC1N(Cc1ncc(C)c(C)c1C)Cc1nc(C)c(C)c(C)c1C,7.7923217,0.31578947
